,id,company_rating,company_location,total_fleet_count,iata_approved
5410,26319,,Turks and Caicos Islands,1.0,f
5411,6226,,Lebanon,1.0,t
5412,4306,83%,China,3.0,f
5413,12937,,,1.0,t
5414,16104,50%,,1.0,f
5417,23009,100%,Gambia,1.0,t
5419,17396,100%,Micronesia,1.0,f
5420,12346,,Denmark,1.0,t
5421,24781,100%,Svalbard & Jan Mayen Islands,1.0,t
5423,11137,80%,Niue,2.0,t
5428,45234,100%,,1.0,f
5429,44218,100%,Kiribati,3.0,f
5430,29748,40%,Djibouti,1.0,t
5433,8140,,,1.0,f
5435,24085,100%,Gibraltar,1.0,t
5437,11498,90%,Niue,1.0,f
5439,6410,100%,,1.0,f
5443,43833,,,1.0,t
5450,40037,100%,Chile,1.0,t
5455,32692,,Venezuela,1.0,f
5466,7252,100%,Nicaragua,1.0,f
5469,43074,100%,,1.0,f
5470,40321,100%,,1.0,f
5471,21781,100%,Isle of Man,1.0,t
5472,33815,,Isle of Man,1.0,t
5473,4458,,French Guiana,1.0,t
5478,35218,100%,Turkmenistan,2.0,f
5479,4159,,Niue,1.0,f
5480,21758,100%,Guinea,1.0,f
5481,27100,,Kenya,1.0,t
5482,14629,,Bosnia and Herzegovina,2.0,t
5483,36623,,,1.0,f
5486,35352,,Estonia,2.0,t
5487,28364,,Guernsey,1.0,t
5490,336,100%,Ecuador,7.0,f
5492,3941,100%,,3.0,f
5494,31954,,Niue,1.0,f
5495,4265,100%,Palestinian Territory,2.0,t
5498,10254,,Russian Federation,1.0,f
5501,16791,,France,1.0,f
5502,18713,,,1.0,t
5508,45211,100%,Micronesia,2.0,t
5513,6137,,Guinea,1.0,f
5515,14949,,,1.0,f
5516,24112,100%,Russian Federation,1.0,t
5517,6888,100%,Sao Tome and Principe,1.0,t
5518,20807,100%,Mauritania,2.0,t
5519,31301,,China,1.0,f
5521,21212,75%,,1.0,f
5525,2189,,Maldives,1.0,t
5528,12850,,France,1.0,f
5529,15188,,,1.0,f
5532,26789,,Guinea,3.0,t
5533,26244,,,1.0,f
5537,2160,100%,Isle of Man,1.0,t
5541,41346,97%,Estonia,7.0,t
5542,34786,,,1.0,f
5544,19234,100%,,1.0,f
5556,24945,100%,Lebanon,1.0,t
5557,3805,,Uzbekistan,1.0,f
5558,6583,,Pakistan,1.0,t
5563,28799,,Brazil,1.0,t
5564,32100,,Chad,1.0,t
5565,21135,,Afghanistan,1.0,t
5569,12220,,El Salvador,1.0,t
5570,41533,,Bouvet Island (Bouvetoya),1.0,f
5572,7226,,Croatia,2.0,t
5574,15259,,Nicaragua,2.0,t
5575,25137,,Guinea,1.0,t
5583,28539,100%,,1.0,f
5585,923,,Jersey,1.0,t
5586,1160,100%,France,1.0,t
5587,4060,100%,Russian Federation,1.0,f
5588,1638,100%,Jersey,1.0,f
5589,13828,,France,1.0,t
5590,36243,,,1.0,f
5594,43698,,,1.0,f
5595,6556,,Senegal,1.0,f
5597,45854,,Niger,1.0,f
5603,10594,88%,,2.0,t
5605,35319,,Micronesia,1.0,f
5611,34103,,Chile,1.0,t
5612,49896,,,2.0,f
5614,2720,,Isle of Man,1.0,f
5616,45630,,Cook Islands,1.0,t
5617,26621,25%,,1.0,t
5620,27071,100%,El Salvador,1.0,f
5623,4493,100%,,1.0,f
5626,11848,100%,,1.0,f
5629,16959,,Marshall Islands,1.0,f
5631,47053,,Guinea,1.0,t
5632,10838,78%,Ecuador,2.0,t
5633,46374,,Monaco,2.0,t
5637,15070,,French Guiana,1.0,t
5638,700,,Guinea,2.0,t
5643,39467,100%,Nicaragua,4.0,t
5644,33055,,Isle of Man,1.0,t
5646,15431,,Chad,1.0,t
5647,35177,,Kenya,1.0,t
5650,20338,,United Kingdom,1.0,t
5652,8740,,Guinea,1.0,t
5653,35958,,Tonga,1.0,t
5655,47837,,Croatia,1.0,t
5657,49770,100%,Zimbabwe,1.0,f
5660,40434,50%,Kiribati,1.0,f
5666,30509,,Gambia,1.0,f
5673,10366,,United Kingdom,1.0,t
5674,6418,,,1.0,t
5675,22418,100%,Senegal,1.0,t
5679,37548,100%,Russian Federation,2.0,f
5681,21638,90%,,3.0,t
5686,15227,100%,Reunion,1.0,f
5688,1088,,Turkmenistan,1.0,f
5689,14747,100%,Jersey,1.0,t
5694,38218,100%,Malawi,1.0,t
5699,16771,,Maldives,1.0,t
5701,2053,,,1.0,t
5702,41006,,,1.0,t
5706,30083,0%,Barbados,1.0,t
5708,17734,100%,Jersey,1.0,t
5711,48174,,Denmark,1.0,f
5713,11576,100%,Maldives,1.0,f
5714,25117,,Gibraltar,1.0,f
5715,28913,,Jersey,1.0,t
5719,41741,100%,Brazil,9.0,t
5721,34688,100%,Gambia,2.0,t
5723,13229,100%,Sao Tome and Principe,1.0,t
5724,42039,71%,,1.0,t
5726,33077,,,1.0,t
5727,20763,,Marshall Islands,2.0,t
5728,45718,100%,,2.0,t
5729,9670,,Zimbabwe,1.0,f
5735,1916,,Tonga,1.0,f
5736,41156,,,1.0,t
5737,34036,,Turks and Caicos Islands,1.0,t
5739,25692,,Lebanon,1.0,t
5740,27503,,Lebanon,1.0,t
5743,1641,,Lebanon,1.0,t
5745,23887,,,1.0,t
5754,47881,,Tonga,1.0,t
5755,16793,,Vanuatu,1.0,f
5758,14357,,,2.0,t
5761,20240,,Uzbekistan,1.0,f
5763,4446,100%,Uganda,58.0,f
5766,16180,,Russian Federation,1.0,t
5768,23859,,Jersey,1.0,t
5769,30283,100%,Brazil,15.0,f
5771,35935,,Tunisia,1.0,t
5774,27017,100%,Senegal,2.0,t
5778,28101,67%,Gibraltar,1.0,f
5783,43057,100%,Niue,1.0,t
5784,49644,100%,,1.0,t
5787,21445,100%,,1.0,t
5793,31936,100%,Vanuatu,2.0,f
5794,5285,,Uganda,1.0,f
5795,24316,,Niue,1.0,t
5797,9998,,,1.0,t
5800,15615,,Chad,1.0,t
5801,17598,,Uzbekistan,1.0,t
5803,48826,,Svalbard & Jan Mayen Islands,1.0,t
5804,24852,100%,Wallis and Futuna,3.0,f
5811,9659,,El Salvador,1.0,f
5812,23109,,Faroe Islands,1.0,t
5815,983,100%,Marshall Islands,1.0,f
5816,33166,100%,Cocos (Keeling) Islands,1.0,t
5820,1519,,Turkmenistan,3.0,t
5822,24324,100%,Niger,2.0,f
5827,9666,33%,,1.0,t
5828,33563,,Zimbabwe,1.0,t
5830,32252,,Sao Tome and Principe,1.0,t
5837,32811,,,1.0,t
5839,21747,67%,Gambia,1.0,t
5841,33621,,Lebanon,1.0,t
5842,1883,90%,Reunion,2.0,t
5843,7145,,Niue,2.0,t
5844,38469,100%,Cocos (Keeling) Islands,3.0,t
5847,35117,100%,Venezuela,1.0,t
5849,14310,,Faroe Islands,1.0,f
5857,26482,,Estonia,1.0,f
5859,31767,,Russian Federation,1.0,f
5862,25384,100%,Slovakia (Slovak Republic),1.0,f
5864,22606,,Chile,2.0,t
5868,44741,100%,,1.0,t
5869,27134,,Guinea,1.0,f
5871,1895,,Turks and Caicos Islands,1.0,f
5872,13365,100%,Indonesia,7.0,t
5873,33092,,Andorra,1.0,t
5874,41439,,Monaco,1.0,f
5877,8225,95%,Barbados,31.0,f
5878,4903,,Anguilla,1.0,t
5882,44346,80%,Niue,1.0,t
5884,12101,100%,,2.0,f
5885,18551,,Faroe Islands,1.0,f
5886,49696,100%,Maldives,2.0,t
5887,30471,100%,Russian Federation,1.0,t
5888,15178,,United Kingdom,1.0,f
5890,47517,,Nauru,1.0,f
5891,18178,,Micronesia,1.0,f
5893,14603,100%,,1.0,f
5895,25959,,,2.0,t
5896,15025,,Niue,1.0,t
5897,38765,,Micronesia,1.0,f
5899,29027,,Costa Rica,1.0,f
5906,14338,,Zimbabwe,1.0,f
5907,18610,,,1.0,f
5908,42009,,Tonga,1.0,t
5909,3006,100%,,1.0,f
5910,3333,,,1.0,t
5911,13729,,,2.0,f
5915,32029,100%,Saint Helena,2.0,t
5918,25618,,Indonesia,1.0,t
5923,9655,100%,,2.0,f
5924,47370,,Marshall Islands,3.0,t
5927,4330,94%,Ukraine,60.0,t
5928,20543,,Marshall Islands,1.0,f
5929,6925,67%,Uganda,1.0,t
5936,44374,,,1.0,t
5937,41534,,,1.0,f
5940,34526,,Brazil,1.0,t
5942,15572,,Cape Verde,2.0,t
5943,33399,,Micronesia,1.0,t
5950,27790,,,1.0,f
5951,29781,,Turkmenistan,2.0,t
5953,15963,100%,Svalbard & Jan Mayen Islands,1.0,f
5954,4576,100%,French Guiana,1.0,t
5955,49014,100%,Tonga,1.0,t
5956,46233,,Bosnia and Herzegovina,2.0,f
5958,25637,100%,French Guiana,3.0,t
5962,26033,,,1.0,t
5964,29425,,,1.0,f
5965,9773,,Malta,1.0,f
5966,45482,,,1.0,f
5968,38732,,Chad,2.0,t
5970,20299,,Uganda,1.0,f
5974,4108,,Chile,2.0,t
5978,18088,100%,Marshall Islands,3.0,t
5982,30118,100%,Nicaragua,1.0,f
5983,22321,100%,United Kingdom,16.0,f
5984,23516,,Uzbekistan,1.0,t
5985,29058,,Uzbekistan,1.0,t
5993,8402,,,1.0,f
5995,31662,,Malta,1.0,f
5997,25105,100%,Uzbekistan,2.0,t
5998,5263,92%,Sao Tome and Principe,1.0,t
6001,5771,98%,Vietnam,8.0,f
6006,28283,90%,Ecuador,1.0,t
6012,34550,100%,Maldives,1.0,t
6013,23326,100%,,1.0,t
6014,27302,,Micronesia,1.0,t
6021,22377,100%,Russian Federation,1.0,t
6022,38260,,Russian Federation,1.0,t
6024,19501,,Uzbekistan,1.0,t
6026,15391,90%,Niger,2.0,t
6027,37438,100%,Andorra,4.0,t
6028,36703,,Monaco,1.0,t
6030,27592,100%,,1.0,f
6031,34114,,Saint Helena,1.0,t
6032,12210,100%,United Kingdom,2.0,f
6033,47268,,Kiribati,1.0,t
6034,12123,80%,Puerto Rico,8.0,t
6036,22626,,,1.0,f
6038,20164,,,1.0,t
6039,43812,,,1.0,f
6047,37092,,Pakistan,1.0,f
6048,44145,100%,Rwanda,4.0,t
6049,18860,100%,,4.0,t
6051,24191,,Malta,1.0,f
6052,19144,100%,San Marino,1.0,f
6053,26361,100%,Vanuatu,3.0,f
6057,45470,,Estonia,1.0,f
6062,49359,100%,Isle of Man,1.0,f
6066,15661,33%,Russian Federation,4.0,f
6068,48354,,,1.0,f
6069,24458,,Rwanda,1.0,f
6071,41732,,Isle of Man,1.0,t
6074,42200,,Chile,1.0,t
6081,22792,,,1.0,t
6082,32122,100%,,1.0,t
6086,28682,,Chile,1.0,f
6087,43560,,Turks and Caicos Islands,1.0,f
6091,6142,100%,,1.0,t
6093,46262,100%,Kenya,1.0,t
6094,38413,,Bosnia and Herzegovina,1.0,f
6097,4732,80%,Micronesia,2.0,t
6098,27848,,,1.0,f
6099,43529,100%,,3.0,t
6102,49528,0%,,1.0,f
6103,8440,,,1.0,f
6104,96,100%,Mexico,2.0,t
6111,6376,,,1.0,f
6116,35933,75%,Isle of Man,1.0,t
6119,5423,,Guernsey,1.0,f
6121,36366,,Lebanon,2.0,t
6123,27495,,,1.0,f
6124,4154,,French Guiana,2.0,t
6127,47099,,,1.0,t
6130,30981,0%,,1.0,f
6131,23624,,Holy See (Vatican City State),1.0,f
6137,33403,,Niue,1.0,f
6142,11973,100%,Niue,7.0,t
6144,42270,,Uzbekistan,1.0,f
6145,30773,,Bahrain,1.0,t
6147,4127,,,1.0,f
6148,49386,,,1.0,f
6149,49629,,Isle of Man,1.0,f
6150,48455,89%,Uzbekistan,20.0,t
6152,35841,100%,Saint Helena,4.0,f
6153,20605,,China,1.0,t
6155,44703,86%,,1.0,t
6160,26792,,Bouvet Island (Bouvetoya),1.0,t
6162,13103,100%,Costa Rica,1.0,f
6163,43428,73%,Faroe Islands,9.0,t
6165,20769,,,,
6166,7051,0%,Malta,1.0,f
6167,47340,,Maldives,1.0,t
6175,2707,,Montserrat,1.0,f
6176,43294,100%,Isle of Man,1.0,f
6177,29926,67%,Zimbabwe,7.0,t
6179,1726,93%,Isle of Man,9.0,t
6182,42119,100%,Djibouti,2.0,t
6184,12262,100%,Niue,2.0,f
6190,36298,0%,Malta,1.0,t
6192,33557,90%,Netherlands,2.0,t
6193,14798,,Jersey,1.0,t
6195,34621,,Svalbard & Jan Mayen Islands,1.0,t
6196,16648,100%,France,1.0,t
6201,34126,100%,French Guiana,1.0,t
6204,11174,,,1.0,f
6205,24615,,,1.0,t
6206,15359,,,2.0,t
6210,37054,,Sao Tome and Principe,1.0,t
6211,18390,100%,Malta,1.0,t
6214,12441,,,1.0,f
6215,8036,,,1.0,t
6217,16455,,,1.0,t
6224,30065,,Russian Federation,1.0,t
6233,17348,,,1.0,f
6235,22625,100%,Nicaragua,3.0,t
6239,3699,,Monaco,1.0,t
6240,5642,100%,El Salvador,1.0,t
6241,21277,100%,Isle of Man,1.0,t
6243,38401,100%,Guinea,1.0,f
6244,40021,100%,,1.0,f
6245,19166,100%,Brazil,2.0,t
6246,12089,100%,Zimbabwe,1.0,t
6249,48616,100%,El Salvador,2.0,t
6252,35471,,Russian Federation,1.0,t
6253,3626,,,1.0,f
6254,41860,,Niue,1.0,f
6260,34959,,Maldives,2.0,t
6264,21836,100%,Mauritania,3.0,f
6266,13144,,,1.0,t
6269,34823,,Russian Federation,1.0,t
6271,46427,81%,Sao Tome and Principe,4.0,t
6275,12274,100%,Lebanon,1.0,f
6279,6438,,Vanuatu,2.0,f
6285,25764,100%,,1.0,t
6287,30201,,Jersey,1.0,t
6288,5607,100%,Jersey,2.0,t
6299,20784,100%,,2.0,t
6304,19286,,Tonga,1.0,t
6307,34987,,Russian Federation,2.0,t
6310,24340,,,1.0,t
6313,9709,,Tunisia,1.0,f
6314,48351,,Malta,3.0,f
6316,36350,100%,Niger,1.0,t
6318,5184,,Mauritania,1.0,t
6322,3934,100%,Rwanda,4.0,f
6325,35313,100%,,2.0,f
6328,46607,100%,Brazil,4.0,f
6331,44194,100%,Indonesia,5.0,t
6332,6293,,Sao Tome and Principe,1.0,f
6333,43542,67%,Russian Federation,2.0,f
6336,46456,0%,Monaco,1.0,f
6338,39713,100%,Denmark,4.0,f
6340,25296,100%,Monaco,1.0,f
6344,7932,,,2.0,f
6347,28306,,Ecuador,1.0,t
6353,45392,,Netherlands,1.0,t
6354,2076,100%,New Zealand,2.0,f
6356,49091,100%,Guinea,1.0,t
6357,2960,,Niue,1.0,t
6358,32209,,Lebanon,1.0,f
6360,15820,100%,,3.0,f
6362,13866,,,1.0,f
6363,16356,,,1.0,t
6367,48511,90%,Christmas Island,1.0,t
6369,30031,100%,Turks and Caicos Islands,2.0,t
6371,27613,,Fiji,1.0,t
6374,42561,,,1.0,f
6379,25151,100%,Marshall Islands,1.0,t
6380,24855,,Bosnia and Herzegovina,2.0,t
6381,16539,,United Kingdom,1.0,f
6382,23362,100%,Monaco,1.0,t
6383,14250,,Marshall Islands,3.0,t
6384,8574,100%,Niue,2.0,f
6385,19749,100%,Denmark,6.0,t
6389,36419,,Russian Federation,2.0,f
6390,23959,,Tunisia,1.0,t
6391,32158,,Faroe Islands,1.0,f
6394,43205,,Bouvet Island (Bouvetoya),2.0,t
6398,28731,100%,Faroe Islands,1.0,t
6400,26418,50%,Niue,1.0,t
6401,18732,,France,1.0,f
6402,37375,,Gambia,1.0,f
6403,41808,,Brazil,1.0,t
6407,4848,,Croatia,1.0,f
6409,6006,,Monaco,2.0,t
6410,41110,,Kenya,1.0,t
6412,9477,,Monaco,1.0,t
6416,25507,100%,Malta,3.0,f
6418,44983,50%,Lebanon,1.0,t
6421,6392,,Nicaragua,1.0,t
6424,40706,100%,,2.0,f
6425,1530,,Niue,1.0,f
6432,17345,,Maldives,1.0,t
6433,13831,100%,Russian Federation,1.0,t
6436,38550,,Chad,1.0,f
6437,22001,,,1.0,t
6438,35081,,Canada,1.0,f
6439,40092,,Rwanda,1.0,f
6443,7255,100%,Bouvet Island (Bouvetoya),8.0,t
6445,10363,,Rwanda,1.0,t
6446,17180,0%,,1.0,f
6447,44031,,Guernsey,1.0,t
6449,36814,,Peru,2.0,f
6452,22887,100%,,2.0,f
6457,44057,,Jersey,1.0,t
6464,42133,,Tunisia,1.0,t
6468,46258,100%,Philippines,1.0,t
6470,4208,,Guernsey,1.0,t
6473,30634,,Uzbekistan,1.0,t
6477,11160,100%,Gibraltar,1.0,f
6479,48683,100%,Uzbekistan,2.0,t
6481,18566,90%,Nicaragua,2.0,t
6487,48769,100%,Indonesia,4.0,t
6492,7631,50%,Croatia,1.0,f
6493,5910,,Croatia,1.0,f
6494,17975,80%,,1.0,f
6495,17910,,Reunion,1.0,t
6498,18405,,Nauru,1.0,t
6500,48500,100%,Canada,1.0,t
6502,29985,,Bouvet Island (Bouvetoya),1.0,f
6503,48839,,Australia,1.0,t
6504,4424,,Malawi,1.0,t
6508,25660,,Monaco,1.0,f
6510,7981,100%,Sao Tome and Principe,4.0,t
6511,4641,100%,,1.0,f
6513,13762,77%,Senegal,1.0,t
6517,43481,100%,Russian Federation,4.0,t
6519,33664,100%,French Guiana,1.0,f
6523,12859,0%,,1.0,f
6525,7581,100%,Niue,1.0,f
6528,27725,100%,Lithuania,1.0,f
6529,24278,,Sao Tome and Principe,1.0,f
6530,19351,100%,Guinea,2.0,f
6531,43946,,,1.0,f
6534,1082,,Denmark,1.0,f
6536,26537,100%,Turks and Caicos Islands,2.0,f
6537,2178,100%,Jersey,2.0,t
6538,16772,,Niue,2.0,t
6540,21838,100%,Guinea,1.0,t
6544,14200,,Maldives,1.0,t
6545,33335,100%,Gibraltar,3.0,t
6546,20143,,Senegal,1.0,t
6549,48200,57%,French Guiana,1.0,t
6550,13766,,France,1.0,f
6553,30960,,Turkmenistan,1.0,f
6555,16816,,Faroe Islands,1.0,t
6559,34730,100%,,2.0,f
6564,1998,,Nicaragua,1.0,t
6566,17076,,Bahrain,1.0,t
6574,34108,,French Guiana,1.0,t
6575,19267,90%,,2.0,t
6577,43301,100%,Tunisia,1.0,f
6580,3475,,Marshall Islands,1.0,f
6581,10827,,,1.0,f
6582,29035,,Nicaragua,2.0,f
6583,9175,,Lebanon,1.0,t
6585,21051,0%,Denmark,1.0,t
6591,8811,,Montserrat,3.0,t
6593,25244,,Sao Tome and Principe,1.0,t
6594,48381,90%,Netherlands,1.0,f
6595,10089,,Libyan Arab Jamahiriya,1.0,t
6596,44293,,,1.0,f
6597,4959,,Brazil,1.0,f
6598,25428,,Cook Islands,2.0,f
6600,13510,100%,Fiji,3.0,t
6602,19838,,Chad,1.0,f
6604,36448,,,1.0,f
6605,28050,100%,Malta,1.0,f
6606,23879,,Isle of Man,1.0,f
6608,15086,75%,Kenya,2.0,f
6611,28311,100%,,1.0,t
6612,34714,100%,,2.0,t
6617,20534,,Brunei Darussalam,1.0,f
6619,43785,,Russian Federation,1.0,t
6620,15011,,Lebanon,1.0,t
6627,11294,,Gambia,1.0,t
6629,38236,,Finland,2.0,f
6630,7710,100%,French Guiana,1.0,t
6631,11506,,,1.0,f
6632,40799,100%,Togo,2.0,f
6633,16923,,,1.0,f
6634,44933,,Niue,1.0,f
6635,12994,80%,Croatia,1.0,f
6636,20165,94%,Ukraine,30.0,f
6639,3811,,Micronesia,1.0,t
6640,7493,100%,Monaco,1.0,t
6644,27377,,Marshall Islands,1.0,f
6645,34425,100%,Isle of Man,1.0,f
6646,39765,100%,United Kingdom,2.0,t
6648,9307,100%,Puerto Rico,1.0,f
6649,6174,100%,Chad,1.0,t
6650,27586,,Tonga,1.0,t
6665,7914,,Chile,1.0,f
6666,40683,100%,United Kingdom,2.0,t
6671,17533,0%,Mauritania,1.0,f
6674,38341,,,2.0,t
6676,3483,100%,Micronesia,4.0,t
6679,39195,90%,Brazil,2.0,t
6680,30930,,,1.0,f
6681,46388,,Kenya,1.0,f
6683,26815,,,1.0,t
6686,15882,,Maldives,1.0,t
6689,23092,,Isle of Man,1.0,t
6693,4621,,,1.0,t
6694,36706,100%,Mexico,1.0,f
6696,45515,,,1.0,f
6702,6301,,Malta,1.0,t
6703,46942,,Holy See (Vatican City State),1.0,t
6705,40741,,Saint Helena,1.0,t
6706,19120,100%,Peru,1.0,t
6707,25264,,Kenya,1.0,t
6712,40603,,,1.0,t
6715,49373,,Russian Federation,2.0,t
6716,17413,100%,Isle of Man,2.0,t
6717,21642,100%,Denmark,1.0,f
6720,49751,100%,,2.0,f
6726,14880,,Nicaragua,1.0,f
6728,19761,,Reunion,1.0,f
6730,21782,,Bouvet Island (Bouvetoya),1.0,t
6731,26712,,,1.0,t
6734,25488,100%,Gambia,1.0,t
6735,17754,100%,Mauritania,1.0,f
6737,11827,90%,Venezuela,2.0,t
6740,18977,,Nauru,1.0,t
6741,14449,,,1.0,f
6742,29240,67%,Kenya,1.0,f
6745,4383,,Micronesia,1.0,f
6747,39724,86%,Sao Tome and Principe,2.0,f
6750,12035,100%,Uzbekistan,1.0,t
6754,7475,,Lebanon,1.0,f
6756,15090,,,1.0,t
6759,43925,,,1.0,t
6762,25896,,,1.0,f
6768,4290,,Sao Tome and Principe,1.0,f
6770,46018,,Russian Federation,1.0,f
6772,2627,,Afghanistan,1.0,f
6773,2478,,Mauritania,1.0,f
6774,26348,,Malta,1.0,f
6775,20897,0%,Mauritania,1.0,t
6777,6228,75%,Libyan Arab Jamahiriya,1.0,f
6778,33866,100%,,1.0,t
6779,2787,,Uzbekistan,1.0,f
6781,37215,100%,Indonesia,4.0,t
6786,47536,,,1.0,f
6789,34476,,Lebanon,1.0,f
6790,49961,100%,Russian Federation,3.0,t
6792,37554,100%,Nauru,1.0,t
6793,24783,,Chad,1.0,t
6794,33406,100%,Reunion,4.0,f
6797,39684,,Svalbard & Jan Mayen Islands,2.0,f
6798,5229,,Niue,1.0,f
6805,42944,,Wallis and Futuna,1.0,f
6807,26112,50%,Russian Federation,1.0,t
6808,44022,,,1.0,f
6809,10303,90%,Turkmenistan,1.0,f
6810,1354,,Christmas Island,1.0,f
6811,26068,,,1.0,t
6812,9003,,Bouvet Island (Bouvetoya),1.0,t
6815,16928,,Marshall Islands,1.0,f
6816,9778,,Isle of Man,1.0,f
6818,22154,,Lebanon,1.0,f
6824,48000,100%,Afghanistan,1.0,f
6826,38815,,Croatia,2.0,t
6827,28737,,,1.0,f
6828,15381,,Monaco,1.0,t
6830,26128,,,1.0,f
6831,42580,100%,Costa Rica,3.0,f
6833,12164,100%,Nicaragua,8.0,f
6834,40665,,Niue,1.0,f
6835,48247,,Turks and Caicos Islands,1.0,f
6840,34253,,Lebanon,1.0,f
6842,6859,,Philippines,2.0,t
6843,25329,,Kiribati,2.0,t
6844,1499,100%,Tonga,2.0,t
6850,24400,,Tonga,1.0,f
6851,9272,,Lebanon,1.0,f
6852,46613,,Zimbabwe,2.0,f
6854,34082,100%,,1.0,f
6857,16419,,French Guiana,1.0,t
6858,47850,,Russian Federation,1.0,f
6860,14151,,Croatia,1.0,f
6861,2115,100%,Jersey,2.0,t
6865,22316,100%,Zimbabwe,1.0,t
6872,7426,,Marshall Islands,1.0,f
6873,10334,100%,Micronesia,1.0,t
6876,30090,,Libyan Arab Jamahiriya,1.0,f
6877,36850,,,1.0,f
6879,46164,,Niger,1.0,f
6883,49719,86%,,1.0,t
6885,23460,,Monaco,1.0,f
6886,13861,,,1.0,f
6887,41755,100%,Isle of Man,2.0,f
6897,24026,98%,Cape Verde,69.0,t
6898,32362,100%,Marshall Islands,4.0,t
6901,13032,,Niger,1.0,f
6903,26812,100%,United Kingdom,1.0,t
6904,18419,100%,,7.0,t
6905,34906,100%,Uzbekistan,1.0,t
6907,29800,,,1.0,t
6909,36214,100%,,1.0,f
6910,1450,,,1.0,t
6912,4220,,El Salvador,1.0,t
6914,1877,100%,Guinea,1.0,f
6915,646,,Estonia,1.0,f
6918,15080,100%,Venezuela,3.0,f
6922,27297,,Isle of Man,1.0,t
6923,7576,,United Kingdom,1.0,t
6926,12183,,Turkmenistan,1.0,f
6927,1562,,,1.0,f
6928,19763,90%,,1.0,t
6929,32014,100%,,2.0,f
6931,34431,,Russian Federation,1.0,t
6932,34203,100%,Uzbekistan,2.0,t
6934,3924,,Malta,2.0,f
6935,11646,100%,Gambia,2.0,f
6940,35573,,Greenland,1.0,t
6941,4801,,Gibraltar,1.0,t
6943,42384,,,2.0,t
6945,4820,100%,Lithuania,2.0,t
6949,44046,100%,Cuba,1.0,t
6950,9448,,,1.0,t
6953,40757,100%,United Kingdom,1.0,t
6955,4008,94%,,1.0,f
6958,6364,,Russian Federation,1.0,f
6959,44025,,Tonga,1.0,t
6960,2352,,,1.0,t
6961,23603,100%,,1.0,f
6962,4555,,Mauritania,1.0,t
6963,48896,100%,Isle of Man,1.0,f
6969,20949,,,1.0,t
6971,11449,100%,,1.0,t
6976,5823,100%,Tanzania,1.0,t
6977,18230,,El Salvador,1.0,f
6985,19943,63%,Isle of Man,34.0,f
6988,11715,,Costa Rica,5.0,f
6990,19890,,Somalia,1.0,f
6994,42487,,Russian Federation,1.0,t
7003,3950,100%,,1.0,t
7005,22718,100%,,1.0,t
7006,45430,,Kenya,2.0,t
7007,41949,100%,Brazil,2.0,t
7013,34335,100%,Jersey,2.0,t
7014,1058,,Brazil,1.0,t
7015,15544,,Lebanon,1.0,t
7017,3712,100%,Zimbabwe,1.0,f
7022,35032,90%,Afghanistan,1.0,t
7023,43305,,Isle of Man,1.0,t
7028,20476,,,1.0,f
7029,38677,,Malta,1.0,t
7030,28483,,Lebanon,1.0,f
7033,32999,,French Guiana,1.0,t
7034,46396,,Marshall Islands,1.0,f
7038,42135,,Turks and Caicos Islands,1.0,t
7039,47857,,French Guiana,1.0,t
7040,36513,,Tonga,1.0,t
7041,30403,,Zimbabwe,1.0,t
7042,38724,,Isle of Man,1.0,f
7045,20060,,Guernsey,5.0,t
7046,42132,100%,Marshall Islands,1.0,f
7048,23063,,Zimbabwe,1.0,t
7049,35198,,Venezuela,1.0,f
7050,13212,100%,Zimbabwe,12.0,t
7053,14537,,,1.0,f
7054,21818,100%,Malta,1.0,f
7056,22644,,Mexico,1.0,f
7059,9616,100%,Gibraltar,1.0,f
7061,36038,,Malta,1.0,f
7065,48761,,,1.0,f
7066,9960,,Costa Rica,1.0,f
7067,43988,,Niue,1.0,t
7070,47396,100%,Maldives,1.0,t
7077,33445,,,1.0,t
7082,32253,100%,Gambia,1.0,t
7083,27346,,,1.0,t
7085,97,,Netherlands,1.0,t
7087,46667,100%,United Kingdom,1.0,f
7092,38762,100%,Rwanda,1.0,f
7095,3089,100%,Russian Federation,1.0,f
7096,9375,100%,Peru,2.0,t
7097,11730,100%,Isle of Man,1.0,t
7098,44835,100%,United Kingdom,3.0,f
7103,27506,100%,,1.0,t
7104,3249,,French Guiana,1.0,t
7108,47489,,Guinea,1.0,t
7111,37657,,Turkmenistan,1.0,t
7116,39824,,Marshall Islands,1.0,f
7117,30803,,Tonga,1.0,t
7119,11472,100%,,1.0,f
7127,38157,,Isle of Man,1.0,f
7129,351,,,1.0,f
7133,28517,,Lebanon,2.0,t
7136,11024,,Kenya,1.0,f
7139,10754,100%,Russian Federation,1.0,f
7140,37367,,Kenya,1.0,t
7144,30788,100%,Niue,1.0,t
7147,13022,,Pakistan,1.0,f
7149,49297,,Togo,1.0,f
7151,9370,90%,Niue,2.0,t
7153,48366,100%,Marshall Islands,1.0,f
7161,16203,,,1.0,t
7167,18626,100%,Nicaragua,1.0,t
7171,7069,,Micronesia,1.0,f
7172,31044,,,1.0,t
7176,24052,100%,Guinea,1.0,t
7179,47548,100%,Malta,1.0,t
7184,36270,100%,Maldives,2.0,f
7185,23785,,Kenya,1.0,f
7186,42560,,Maldives,1.0,f
7192,20632,,Russian Federation,1.0,t
7193,22026,,,1.0,t
7198,31365,,,1.0,f
7199,48637,,,1.0,t
